#{"t_start": 1767865492.5766735, "env_id": "None"}
r,l,t
-161.211202,89,5608.634875
-179.854544,89,5613.238787
-239.973093,90,5617.892916
-303.262119,90,5622.546856
-231.50752,89,5627.150728
-231.087516,88,5631.70437
-240.609567,90,5636.358143
-167.545907,89,5640.962018
-231.195399,90,5645.615936
-246.387873,89,5650.219709
-353.857673,122,5656.474962
-205.766523,90,5661.112187
-185.208233,89,5665.716036
-220.194052,89,5670.319968
-214.747666,89,5674.923684
-176.547033,89,5679.527592
-226.898344,90,5684.18191
-245.961616,90,5688.835467
-228.288698,89,5693.439309
-175.333151,90,5698.09308
-207.146119,89,5702.697032
-236.337607,89,5707.300819
-195.66547,90,5711.954714
-193.330323,89,5716.558708
-151.019992,90,5721.212497
-204.5734,89,5725.816398
-284.161111,89,5730.420604
-267.699788,123,5736.725452
-250.159634,90,5741.379404
-181.626842,89,5745.983231
-284.423009,89,5750.587083
-236.081345,89,5755.191017
-221.490522,89,5759.794879
-190.661535,90,5764.448748
-286.02053,89,5769.05404
-202.780692,90,5773.706602
-259.98473,89,5778.310449
-168.941165,89,5782.914313
-266.213869,89,5787.5181
-227.524928,89,5792.12206
-332.301979,119,5798.227414
-372.120843,122,5804.482364
-162.309976,88,5809.036185
-478.811375,121,5815.24137
-230.241456,89,5819.845224
-204.738859,89,5824.449094
-318.86008,102,5829.703595
-301.399319,89,5834.307351
-345.991109,102,5839.561734
-219.422865,90,5844.215637
-319.908276,102,5849.470062
-234.279008,90,5854.124308
-325.513764,103,5859.428394
-256.945256,90,5864.082371
-245.056278,89,5868.686149
-345.879002,103,5873.990625
-250.890854,90,5878.6445
-310.60237,90,5883.298501
-282.207888,89,5887.902272
-274.968074,91,5892.606227
-221.996193,90,5897.260126
-284.241798,90,5901.914051
-197.599375,90,5906.567946
-284.20121,90,5911.221798
-311.667179,91,5915.92616
-304.807163,90,5920.579663
-272.965175,90,5925.233577
-381.701729,104,5930.588057
-289.766057,90,5935.242185
-180.749623,90,5939.895857
-217.46039,90,5944.549812
-258.569782,90,5949.20366
-168.029316,90,5953.857546
-174.029579,90,5958.51154
-213.195497,90,5963.166155
-315.516267,124,5969.520896
-176.409465,89,5974.124607
-230.140914,89,5978.728374
-193.246402,89,5983.332281
-269.708583,122,5989.587506
-209.748537,90,5994.241402
-234.489382,90,5998.895301
-242.75008,89,6003.499187
-235.328618,90,6008.153667
-233.020469,90,6012.806989
-332.474462,123,6019.112283
-203.462174,91,6023.817055
