#{"t_start": 1767878381.348148, "env_id": "None"}
r,l,t
-140.554556,88,5173.387527
-176.072661,89,5177.99103
-68.94622,96,5182.945173
-135.602037,88,5187.498993
-143.633905,89,5192.102846
-194.042456,117,5198.107885
-181.793252,89,5202.712142
-171.082557,89,5207.315579
-142.215599,88,5211.869799
-175.07214,108,5217.424095
-183.361905,88,5221.97811
-74.546385,96,5226.932009
-173.126219,102,5232.186471
-178.690314,89,5236.790251
-162.090922,89,5241.394118
-176.165888,93,5246.198141
-177.356505,89,5250.801954
-163.835881,89,5255.405835
-144.064784,89,5260.009777
-142.282379,89,5264.61348
-170.359806,88,5269.167352
-187.36498,111,5274.872442
-152.660476,88,5279.425981
-87.943711,97,5284.430109
-150.432655,89,5289.034391
-153.086937,89,5293.63781
-173.296672,89,5298.241671
-178.028571,89,5302.845542
-132.107348,89,5307.449364
-138.933404,88,5312.003196
-203.754903,88,5316.557275
-178.531756,88,5321.110787
-178.726217,88,5325.664795
-159.06924,95,5330.568904
-175.631251,88,5335.122527
-141.446681,89,5339.726462
-137.942897,89,5344.330309
-166.091247,89,5348.934933
-141.235733,89,5353.537911
-131.614617,88,5358.091741
-147.559949,89,5362.695643
-222.838329,97,5367.699703
-168.198176,88,5372.253592
-146.470428,88,5376.807354
-153.368061,88,5381.361213
-179.645178,89,5385.965094
-168.623969,89,5390.56896
-160.434342,107,5396.056797
-231.663964,101,5401.261151
-159.614327,89,5405.865067
-165.635207,104,5411.21951
-158.594653,89,5415.823942
-162.887111,89,5420.427442
-211.305689,121,5426.632425
-187.055164,104,5431.986887
-153.34294,89,5436.590894
-182.105312,90,5441.228137
-221.556851,118,5447.283377
-150.15011,89,5451.887201
-217.109748,120,5458.042291
-204.684274,117,5464.04725
-161.263252,89,5468.65154
-174.934996,89,5473.25491
-154.799993,88,5477.808939
-186.266864,88,5482.362587
-169.583357,89,5486.96642
-180.982234,89,5491.570185
-161.043591,89,5496.174031
-187.992352,89,5500.7779
-167.864968,89,5505.381734
-226.813734,117,5511.387061
-177.545448,88,5515.941532
-165.059432,89,5520.527761
-165.245275,88,5525.081636
-161.365029,88,5529.635435
-155.228942,88,5534.189219
-162.645423,88,5538.743019
-148.176553,89,5543.347194
-184.834045,100,5548.501479
-231.452632,121,5554.706806
-146.607417,89,5559.310249
-148.933136,88,5563.864122
-170.509036,88,5568.418195
-183.733004,89,5573.021728
-142.919118,88,5577.576052
-146.934814,88,5582.129338
-139.841006,88,5586.683133
-158.493896,88,5591.236999
-164.51213,89,5595.840827
-147.585581,89,5600.444688
-171.292924,88,5604.998489
-205.635416,113,5610.803345
-162.689612,88,5615.357151
-150.995745,89,5619.960981
-181.092023,88,5624.514847
-149.453068,89,5629.118748
-163.748637,89,5633.722615
-156.825468,88,5638.276478
-148.481794,88,5642.830169
-146.379064,88,5647.383988
-191.290698,88,5651.937763
-170.082993,88,5656.491631
-156.475051,88,5661.045434
-176.942716,89,5665.649357
-175.226388,89,5670.253117
