#{"t_start": 1768359795.215907, "env_id": "None"}
r,l,t
-158.972619,89,3328.01454
-248.029102,123,3331.295108
-170.934816,91,3333.749694
-169.307393,89,3336.160469
-239.681993,104,3338.976089
-171.951454,94,3341.49197
-145.75987,89,3343.887854
-187.845208,89,3346.302924
-167.075699,91,3348.760826
-138.052948,88,3351.12698
-154.79025,91,3353.574074
-192.47323,89,3355.982095
-222.598548,118,3359.112776
-259.395049,109,3362.055961
-227.260423,102,3364.822204
-169.224702,101,3367.53855
-250.980931,125,3372.29834
-173.152998,99,3374.961121
-228.502509,125,3378.274254
-193.548128,93,3380.766375
-145.795707,86,3383.071825
-144.494917,87,3385.41421
-219.960621,91,3387.855004
-176.014586,114,3390.912055
-184.717458,89,3393.301481
-203.060125,87,3395.643483
-170.591095,92,3398.101377
-161.083479,86,3400.405495
-176.299391,89,3402.804229
-159.9873,91,3405.255545
-160.420951,89,3407.641419
-161.789597,87,3409.978337
-184.307671,89,3412.377225
-200.309057,89,3414.777233
-206.274703,110,3417.715542
-175.336872,89,3420.108709
-176.065748,89,3422.505533
-191.666632,90,3426.358455
-164.367299,89,3428.757391
-174.032282,94,3431.307395
-191.716549,92,3433.791591
-186.20385,87,3436.150398
-160.11443,87,3438.492552
-145.717114,89,3440.889083
-152.476338,87,3443.235776
-166.032503,93,3445.738303
-152.866203,94,3448.266605
-173.703521,89,3450.670598
-170.129488,91,3453.117732
-163.352485,90,3455.543247
-250.87196,121,3458.769063
-145.486901,87,3461.108349
-194.545818,89,3463.497675
-137.19892,87,3465.844964
-158.730086,91,3468.297654
-161.084128,90,3470.727444
-159.370402,87,3473.074779
-140.808168,87,3475.414989
-160.814225,88,3477.796584
-242.5711,104,3480.610535
-188.147359,89,3484.427138
-165.759283,89,3486.806882
-156.525807,91,3489.229934
-181.832214,89,3491.615034
-248.949517,119,3494.767117
-179.803958,89,3497.149243
-159.699851,88,3499.49951
-169.959949,86,3501.804385
-178.338941,89,3504.17186
-162.377263,90,3506.589099
-144.298594,90,3508.992769
-191.696303,89,3511.382404
-229.998129,124,3514.659118
-230.515362,122,3517.887215
-137.170435,87,3520.211528
-173.795759,91,3522.644348
-194.369991,87,3524.988587
-199.704712,87,3527.331475
-177.632515,88,3529.680356
-171.955413,107,3532.552941
-189.849491,87,3534.884582
-164.993868,91,3538.763107
-159.296172,91,3541.205678
-180.964599,89,3543.605249
-236.721036,93,3546.114555
-174.711342,89,3548.503856
-147.865876,89,3550.894256
-204.062742,108,3553.781685
-162.051573,107,3556.654617
-152.043943,89,3559.038243
-164.505346,91,3561.493281
-140.399561,88,3563.856784
-154.10526,87,3566.194975
-161.123012,88,3568.556598
-93.2253,105,3571.393406
-156.146665,98,3574.02438
-179.216322,95,3576.571577
-192.143267,89,3578.968909
-196.658005,98,3581.609663
-196.898891,119,3584.769699
-174.460496,91,3587.220087
-176.240621,97,3589.834189
-233.882404,122,3593.074627
-190.520411,89,3596.894322
-146.18038,89,3599.277033
-199.638947,91,3601.738514
-147.99425,87,3604.071567
-248.493895,121,3607.27266
-218.411751,121,3610.469822
-241.640856,123,3613.726033
-154.016307,91,3616.166719
-161.341461,87,3618.501608
-174.976521,87,3620.829455
-148.490764,87,3623.153292
-171.643061,87,3625.484006
-159.767975,88,3627.849392
-199.616645,87,3630.19411
-152.732583,89,3632.576513
-179.089473,87,3634.905751
-169.832044,99,3637.5624
-186.610659,87,3639.902494
-179.704705,87,3642.24664
-179.206617,87,3644.580688
-140.724557,89,3646.962403
-279.160114,126,3651.726894
-163.334542,87,3654.075666
-165.549053,103,3656.860885
-279.424571,120,3660.06818
